"fips","SCC","Pollutant","Emissions","type","year","county"
"6957","36047","2230073230","PM25-PRI",0.416202,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6958","36047","220100123B","PM25-PRI",6.93,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6959","36047","2230073250","PM25-PRI",0.524727,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6960","36047","2201001310","PM25-PRI",0.472539,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6961","36047","223007529X","PM25-PRI",4.56,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6962","36047","223007227B","PM25-PRI",0.03,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6963","36047","220102027B","PM25-PRI",2.09,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6964","36047","223007529T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6965","36047","2230060290","PM25-PRI",0.0332283,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6966","36047","2230060250","PM25-PRI",0.242916,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6967","36047","220104027T","PM25-PRI",0.37,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6968","36047","223007327B","PM25-PRI",0.14,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6969","36047","220108033T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6970","36047","2230071270","PM25-PRI",0.100336,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6971","36047","2201040250","PM25-PRI",0.110111,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6972","36047","223000123X","PM25-PRI",1.02,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6973","36047","220100123T","PM25-PRI",2.61,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6974","36047","2230075310","PM25-PRI",1.28605,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6975","36047","223007123T","PM25-PRI",0.04,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6976","36047","223007229X","PM25-PRI",0.6,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6977","36047","2201001270","PM25-PRI",2.13413,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6978","36047","220100129B","PM25-PRI",4.4,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6979","36047","2230073290","PM25-PRI",0.0175749,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6980","36047","2230073270","PM25-PRI",0.0412939,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6981","36047","220100129X","PM25-PRI",4.23,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6982","36047","220107025X","PM25-PRI",6.58,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6983","36047","2230001330","PM25-PRI",0.00311639,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6984","36047","2230075250","PM25-PRI",0.0329646,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6985","36047","2230073310","PM25-PRI",0.132866,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6986","36047","223006025X","PM25-PRI",0.52,"ON-ROAD",2002,"Kings County (Brooklyn)"
"6987","36047","220107027X","PM25-PRI",5.43,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6988","36047","223007531T","PM25-PRI",0.0049191552,"ON-ROAD",2002,"Kings County (Brooklyn)"
"6989","36047","2230072290","PM25-PRI",0.0134569,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6990","36047","2230060330","PM25-PRI",0.00339066,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6991","36047","220108023B","PM25-PRI",0.04,"ON-ROAD",1999,"Kings County (Brooklyn)"
"6992","36047","220102025B","PM25-PRI",1.24,"ON-ROAD",2005,"Kings County (Brooklyn)"
"6993","36047","220100127T","PM25-PRI",2.24,"ON-ROAD",2002,"Kings County (Brooklyn)"
"6994","36047","2230071290","PM25-PRI",0.00532033,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6995","36047","2201040330","PM25-PRI",0.147969,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6996","36047","223007129B","PM25-PRI",0.0056002777,"ON-ROAD",2002,"Kings County (Brooklyn)"
"6997","36047","2201080290","PM25-PRI",0.00239133,"ON-ROAD",2008,"Kings County (Brooklyn)"
"6998","36047","220102023B","PM25-PRI",0.88,"ON-ROAD",2002,"Kings County (Brooklyn)"
"6999","36047","223007229B","PM25-PRI",0.02,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7000","36047","223006025B","PM25-PRI",0.02,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7001","36047","2201020270","PM25-PRI",0.690325,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7002","36047","220100123X","PM25-PRI",11.04,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7003","36047","220108025T","PM25-PRI",0.00204315940209197,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7004","36047","223007423B","PM25-PRI",0.03,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7005","36047","220102023X","PM25-PRI",1.12,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7006","36047","223007133X","PM25-PRI",0.03,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7007","36047","223007133T","PM25-PRI",0.0004679338,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7008","36047","223007233T","PM25-PRI",0.00325036418507805,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7009","36047","220104029X","PM25-PRI",3.81,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7010","36047","223007225B","PM25-PRI",0.01,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7011","36047","220104031T","PM25-PRI",0.14,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7012","36047","223000133T","PM25-PRI",0.0012315658,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7013","36047","220104033T","PM25-PRI",0.32,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7014","36047","2230001250","PM25-PRI",0.0111669,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7015","36047","2201020330","PM25-PRI",0.112465,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7016","36047","2201001230","PM25-PRI",2.60264,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7017","36047","223006025B","PM25-PRI",0.02,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7018","36047","223007123B","PM25-PRI",0.00252190908940973,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7019","36047","220104033B","PM25-PRI",0.18,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7020","36047","223007523T","PM25-PRI",0.01,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7021","36047","223007329T","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7022","36047","223007333T","PM25-PRI",0.0040465611647,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7023","36047","223007125X","PM25-PRI",0.07,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7024","36047","220107023T","PM25-PRI",0.02,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7025","36047","2201070250","PM25-PRI",0.0688273,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7026","36047","220100133B","PM25-PRI",0.95,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7027","36047","2230074310","PM25-PRI",0.0174869,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7028","36047","223007531X","PM25-PRI",1.96,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7029","36047","2230073330","PM25-PRI",0.00375413,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7030","36047","220102025T","PM25-PRI",0.46,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7031","36047","2230073310","PM25-PRI",0.00228094,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7032","36047","223007425B","PM25-PRI",0.04,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7033","36047","2230060230","PM25-PRI",0.192672,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7034","36047","223007127B","PM25-PRI",0.0074023415,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7035","36047","220102027T","PM25-PRI",0.78,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7036","36047","220102031T","PM25-PRI",0.08,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7037","36047","2201070230","PM25-PRI",0.0225006,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7038","36047","223006029T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7039","36047","2230074330","PM25-PRI",0.0170565,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7040","36047","220108027B","PM25-PRI",0.05,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7041","36047","220107033B","PM25-PRI",0.02,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7042","36047","220102033B","PM25-PRI",0.32,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7043","36047","223007231X","PM25-PRI",0.08,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7044","36047","223007131X","PM25-PRI",0.02,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7045","36047","223007123B","PM25-PRI",0.09,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7046","36047","223006033X","PM25-PRI",0.81,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7047","36047","223007425B","PM25-PRI",0.04,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7048","36047","220108029T","PM25-PRI",0.00258433615090324,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7049","36047","220102027B","PM25-PRI",1.93,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7050","36047","2230075330","PM25-PRI",0.0136304,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7051","36047","223007325T","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7052","36047","2230001270","PM25-PRI",0.558066,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7053","36047","223006031X","PM25-PRI",0.12,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7054","36047","2230074270","PM25-PRI",0.177928,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7055","36047","223007333B","PM25-PRI",0.12,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7056","36047","2201020250","PM25-PRI",0.891673,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7057","36047","223007523B","PM25-PRI",0.02,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7058","36047","2230060290","PM25-PRI",0.012457,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7059","36047","220102023T","PM25-PRI",0.98,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7060","36047","220100131T","PM25-PRI",0.23,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7061","36047","220108033X","PM25-PRI",0.00796664861044,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7062","36047","2230073310","PM25-PRI",0.0040545,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7063","36047","223000123T","PM25-PRI",0.00269808946177362,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7064","36047","223007523X","PM25-PRI",6.21,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7065","36047","223007527X","PM25-PRI",19.83,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7066","36047","220107023X","PM25-PRI",0.62,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7067","36047","220100123B","PM25-PRI",2.73,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7068","36047","2230071230","PM25-PRI",0.000865366,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7069","36047","220107033B","PM25-PRI",0.32,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7070","36047","2201020270","PM25-PRI",1.6165,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7071","36047","220102029B","PM25-PRI",3,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7072","36047","2230074270","PM25-PRI",0.105444,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7073","36047","223007529X","PM25-PRI",15,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7074","36047","223007133B","PM25-PRI",0.00115097395610063,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7075","36047","220100127X","PM25-PRI",7.13,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7076","36047","2201080310","PM25-PRI",0.00438544,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7077","36047","220102033X","PM25-PRI",5.56,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7078","36047","223006023B","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7079","36047","220104025B","PM25-PRI",1.18,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7080","36047","2230075230","PM25-PRI",0.0147549,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7081","36047","223007233B","PM25-PRI",0.05,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7082","36047","2201040270","PM25-PRI",0.639475,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7083","36047","223007333T","PM25-PRI",0.0039517011,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7084","36047","2230060310","PM25-PRI",0.00549486,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7085","36047","220104029T","PM25-PRI",0.39,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7086","36047","220104029B","PM25-PRI",1.03,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7087","36047","2201040250","PM25-PRI",0.244117,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7088","36047","220104027B","PM25-PRI",0.99,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7089","36047","223006029B","PM25-PRI",0.03,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7090","36047","223007327T","PM25-PRI",0.08,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7091","36047","223007327X","PM25-PRI",11.93,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7092","36047","223000131X","PM25-PRI",0.08,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7093","36047","223007533X","PM25-PRI",3.72,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7094","36047","223006029X","PM25-PRI",0.67,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7095","36047","223006027T","PM25-PRI",0.01,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7096","36047","2230060230","PM25-PRI",0.00605873,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7097","36047","223006025T","PM25-PRI",0.0080382562,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7098","36047","2230075230","PM25-PRI",4.06033,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7099","36047","223007123X","PM25-PRI",0.06,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7100","36047","2230001290","PM25-PRI",0.422206,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7101","36047","220100133T","PM25-PRI",0.35,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7102","36047","220100129T","PM25-PRI",1.65,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7103","36047","2230001230","PM25-PRI",0.255581,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7104","36047","2230072330","PM25-PRI",0.0759583,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7105","36047","223006027X","PM25-PRI",1.14,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7106","36047","223006033B","PM25-PRI",0.0095201113,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7107","36047","220107029B","PM25-PRI",0.39,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7108","36047","2230072230","PM25-PRI",0.146441,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7109","36047","2230075250","PM25-PRI",0.0186024,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7110","36047","220102023B","PM25-PRI",1.03,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7111","36047","220107033X","PM25-PRI",4.59,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7112","36047","2201070270","PM25-PRI",1.42182,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7113","36047","2201020310","PM25-PRI",0.16001,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7114","36047","223007133T","PM25-PRI",0.000431113476224694,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7115","36047","223007431T","PM25-PRI",0.25,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7116","36047","223007225T","PM25-PRI",0.0084879070616,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7117","36047","223007223X","PM25-PRI",0.26,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7118","36047","220108023T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7119","36047","2230071270","PM25-PRI",0.00703231,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7120","36047","223007525T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7121","36047","220100131X","PM25-PRI",0.7,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7122","36047","220102031B","PM25-PRI",0.21,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7123","36047","220100133B","PM25-PRI",0.97,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7124","36047","2230075290","PM25-PRI",0.0630859,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7125","36047","220108027T","PM25-PRI",0.01,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7126","36047","2201020290","PM25-PRI",1.22296,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7127","36047","220102033X","PM25-PRI",0.34,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7128","36047","2201040310","PM25-PRI",0.089746,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7129","36047","220104025B","PM25-PRI",0.34,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7130","36047","223007531X","PM25-PRI",1.65,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7131","36047","220102025X","PM25-PRI",1.42,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7132","36047","223007223T","PM25-PRI",0.0059226474,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7133","36047","2201040270","PM25-PRI",0.275492,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7134","36047","223000125B","PM25-PRI",0.03,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7135","36047","223007331X","PM25-PRI",4.47,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7136","36047","2230074290","PM25-PRI",0.134611,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7137","36047","2230001250","PM25-PRI",0.00419771,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7138","36047","220104031B","PM25-PRI",0.12,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7139","36047","2230071330","PM25-PRI",0.00118677,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7140","36047","2230075270","PM25-PRI",0.0470566,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7141","36047","2201001310","PM25-PRI",0.211292,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7142","36047","2201040310","PM25-PRI",0.0386635,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7143","36047","223007329B","PM25-PRI",0.03,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7144","36047","2230001250","PM25-PRI",0.322221,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7145","36047","220104033T","PM25-PRI",0.06,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7146","36047","2230075290","PM25-PRI",0.0356004,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7147","36047","223000133X","PM25-PRI",0.96,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7148","36047","223007127T","PM25-PRI",0.00267589953728019,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7149","36047","220107029X","PM25-PRI",1.37,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7150","36047","2201020250","PM25-PRI",0.39837,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7151","36047","220107029B","PM25-PRI",0.13,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7152","36047","220107027T","PM25-PRI",0.07,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7153","36047","2201070270","PM25-PRI",0.0742099,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7154","36047","223007329B","PM25-PRI",0.03,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7155","36047","220104031B","PM25-PRI",0.1,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7156","36047","223007125X","PM25-PRI",0.08,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7157","36047","2230071310","PM25-PRI",0.000721334,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7158","36047","223007331X","PM25-PRI",0.25,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7159","36047","2201080310","PM25-PRI",0.00162244,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7160","36047","2230075310","PM25-PRI",0.00467335,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7161","36047","220108023B","PM25-PRI",0.00960387271837,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7162","36047","223006029X","PM25-PRI",0.99,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7163","36047","223007423T","PM25-PRI",0.05,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7164","36047","223007129T","PM25-PRI",0.002097771,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7165","36047","220108023X","PM25-PRI",0.02,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7166","36047","223007431T","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7167","36047","223007431X","PM25-PRI",0.75,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7168","36047","220108025B","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7169","36047","223007433X","PM25-PRI",1.14,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7170","36047","2230001310","PM25-PRI",0.0546279,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7171","36047","220100127B","PM25-PRI",7.69,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7172","36047","2230060230","PM25-PRI",0.0161613,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7173","36047","220108033X","PM25-PRI",0.12,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7174","36047","220100129B","PM25-PRI",7.98,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7175","36047","220104027T","PM25-PRI",0.31,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7176","36047","220104033B","PM25-PRI",0.84,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7177","36047","2201001330","PM25-PRI",0.779175,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7178","36047","2201040330","PM25-PRI",0.063635,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7179","36047","220100133B","PM25-PRI",6.5,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7180","36047","223007433T","PM25-PRI",0.03,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7181","36047","2230074250","PM25-PRI",0.0412501,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7182","36047","223007133B","PM25-PRI",0.09,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7183","36047","2201080230","PM25-PRI",0.00138463,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7184","36047","220100133T","PM25-PRI",2.45,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7185","36047","2201001330","PM25-PRI",0.925904,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7186","36047","2230075270","PM25-PRI",12.9493,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7187","36047","223000125X","PM25-PRI",0.36,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7188","36047","223007525X","PM25-PRI",7.84,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7189","36047","223007527B","PM25-PRI",0.08,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7190","36047","2201080250","PM25-PRI",0.00174575,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7191","36047","220102027X","PM25-PRI",6.55,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7192","36047","220102029T","PM25-PRI",1.13,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7193","36047","2201070250","PM25-PRI",0.552025,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7194","36047","220102031T","PM25-PRI",0.41,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7195","36047","223007533B","PM25-PRI",0.01,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7196","36047","2230074330","PM25-PRI",0.64018,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7197","36047","223000131X","PM25-PRI",0.06,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7198","36047","220104023T","PM25-PRI",0.34,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7199","36047","2201001250","PM25-PRI",3.28135,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7200","36047","220104025T","PM25-PRI",0.45,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7201","36047","220104023B","PM25-PRI",0.89,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7202","36047","223000133X","PM25-PRI",0.09,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7203","36047","223006023T","PM25-PRI",0.00723281269687,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7204","36047","223007431B","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7205","36047","2201040290","PM25-PRI",0.555663,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7206","36047","2201001330","PM25-PRI",0.347758,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7207","36047","220104025X","PM25-PRI",4.28,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7208","36047","2201040290","PM25-PRI",0.483792,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7209","36047","2201001290","PM25-PRI",3.61084,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7210","36047","223007329B","PM25-PRI",0.15,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7211","36047","223000131B","PM25-PRI",0.0019927441,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7212","36047","223006031T","PM25-PRI",0.00237223382282535,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7213","36047","223000129X","PM25-PRI",0.67,"ON-ROAD",2002,"Kings County (Brooklyn)"
"7214","36047","223007533B","PM25-PRI",0.02,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7215","36047","223006029T","PM25-PRI",0.01,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7216","36047","223006031B","PM25-PRI",0.00632785685419,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7217","36047","223006033T","PM25-PRI",0.00359701787150093,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7218","36047","223006033B","PM25-PRI",0.00959492829697,"ON-ROAD",2005,"Kings County (Brooklyn)"
"7219","36047","223007333T","PM25-PRI",0.07,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7220","36047","223000127B","PM25-PRI",0.02,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7221","36047","2201070250","PM25-PRI",0.0283685,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7222","36047","220107025B","PM25-PRI",0.45,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7223","36047","220107025T","PM25-PRI",0.19,"ON-ROAD",1999,"Kings County (Brooklyn)"
"7224","36047","2201001250","PM25-PRI",2.53948,"ON-ROAD",2008,"Kings County (Brooklyn)"
"7225","36047","223007127B","PM25-PRI",0.00714403705023,"ON-ROAD",2005,"Kings County (Brooklyn)"
