"fips","SCC","Pollutant","Emissions","type","year","county"
"1538","04013","2230072330","PM25-PRI",1.91318,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1539","04013","223007331X","PM25-PRI",11.51,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1540","04013","220102011B","PM25-PRI",1.95,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1541","04013","223007333B","PM25-PRI",0.25,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1542","04013","223000123B","PM25-PRI",0.03,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1543","04013","220104013B","PM25-PRI",0.39,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1544","04013","2201001330","PM25-PRI",7.45059,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1545","04013","223007317B","PM25-PRI",0.01,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1546","04013","223007313B","PM25-PRI",0.05,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1547","04013","220108011X","PM25-PRI",0.11,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1548","04013","220102015B","PM25-PRI",1.39,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1549","04013","220102013B","PM25-PRI",1.62,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1550","04013","220100131B","PM25-PRI",1.92,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1551","04013","223000117T","PM25-PRI",0.00239687786961439,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1552","04013","220104017T","PM25-PRI",0.2,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1553","04013","220104017X","PM25-PRI",0.89,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1554","04013","223007519B","PM25-PRI",0.0014311918,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1555","04013","220107025T","PM25-PRI",0.27,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1556","04013","2230001110","PM25-PRI",0.00102079,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1557","04013","223007225X","PM25-PRI",6.06,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1558","04013","220107019T","PM25-PRI",0.0080000824,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1559","04013","223007325B","PM25-PRI",0.48,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1560","04013","2201080190","PM25-PRI",0.00571331,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1561","04013","220104031X","PM25-PRI",2.63,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1562","04013","2230071110","PM25-PRI",0.861311,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1563","04013","220104013X","PM25-PRI",0.65,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1564","04013","220104019T","PM25-PRI",0.01,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1565","04013","220102031B","PM25-PRI",3.78,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1566","04013","223007527B","PM25-PRI",0.09,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1567","04013","223007221X","PM25-PRI",0.18,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1568","04013","2230075150","PM25-PRI",0.00161247,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1569","04013","220104031B","PM25-PRI",1.49,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1570","04013","220104013X","PM25-PRI",2.4,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1571","04013","220100125T","PM25-PRI",3.37,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1572","04013","220104011X","PM25-PRI",1.15,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1573","04013","223007225T","PM25-PRI",0.16,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1574","04013","2230074150","PM25-PRI",0.118398,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1575","04013","223007223X","PM25-PRI",4.11,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1576","04013","220100127X","PM25-PRI",36.68,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1577","04013","220108015B","PM25-PRI",0.00849111383831,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1578","04013","220100115T","PM25-PRI",0.27,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1579","04013","223007225X","PM25-PRI",5.43,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1580","04013","223000125X","PM25-PRI",1.38,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1581","04013","2230074170","PM25-PRI",0.204873,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1582","04013","223007433T","PM25-PRI",1.46,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1583","04013","220104021B","PM25-PRI",0.2,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1584","04013","220102013T","PM25-PRI",0.61,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1585","04013","223007529T","PM25-PRI",0.03,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1586","04013","223000125T","PM25-PRI",0.02,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1587","04013","220102027B","PM25-PRI",9.39,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1588","04013","223007323B","PM25-PRI",0.34,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1589","04013","220104015X","PM25-PRI",2.06,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1590","04013","2230071290","PM25-PRI",0.32293,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1591","04013","220108015T","PM25-PRI",0.00159859063569455,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1592","04013","2230071210","PM25-PRI",0.41642,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1593","04013","223007111B","PM25-PRI",0.06,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1594","04013","220108029B","PM25-PRI",0.13,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1595","04013","2201080130","PM25-PRI",0.0023083,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1596","04013","223007527T","PM25-PRI",0.05,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1597","04013","2201020130","PM25-PRI",0.721238,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1598","04013","2230074230","PM25-PRI",45.0586,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1599","04013","223000113T","PM25-PRI",0.00244502753776031,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1600","04013","223007223B","PM25-PRI",0.11,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1601","04013","223007229X","PM25-PRI",4.11,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1602","04013","223000115B","PM25-PRI",0.00298094621393828,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1603","04013","220102029B","PM25-PRI",4.77,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1604","04013","2230001310","PM25-PRI",0.0680149,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1605","04013","223007533T","PM25-PRI",0.02,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1606","04013","220108033X","PM25-PRI",0.3,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1607","04013","2230072290","PM25-PRI",2.99242,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1608","04013","223007527X","PM25-PRI",13.14,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1609","04013","2230060170","PM25-PRI",0.069188,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1610","04013","223000111X","PM25-PRI",0.21,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1611","04013","223007321T","PM25-PRI",0.01,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1612","04013","223000123X","PM25-PRI",0.76,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1613","04013","220102027T","PM25-PRI",3.54,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1614","04013","220100133X","PM25-PRI",17.57,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1615","04013","223007131B","PM25-PRI",0.1,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1616","04013","223007231X","PM25-PRI",2.45,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1617","04013","220102029X","PM25-PRI",10.8,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1618","04013","2230073170","PM25-PRI",0.035945,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1619","04013","220108017T","PM25-PRI",0.00386727577859407,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1620","04013","220104011T","PM25-PRI",0.25,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1621","04013","223007329T","PM25-PRI",0.2,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1622","04013","2230075190","PM25-PRI",0.00118932,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1623","04013","220104011B","PM25-PRI",0.68,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1624","04013","223007325X","PM25-PRI",23.79,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1625","04013","220100123T","PM25-PRI",3.21,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1626","04013","223007229B","PM25-PRI",0.15,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1627","04013","223000121X","PM25-PRI",0.03,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1628","04013","223007315B","PM25-PRI",0.09,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1629","04013","2230072230","PM25-PRI",0.203317,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1630","04013","223007225B","PM25-PRI",0.12,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1631","04013","223007213B","PM25-PRI",0.04,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1632","04013","223007123X","PM25-PRI",7.71,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1633","04013","220104019B","PM25-PRI",0.06,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1634","04013","220100113X","PM25-PRI",5.33,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1635","04013","223007313T","PM25-PRI",0.06,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1636","04013","220107023T","PM25-PRI",0.35,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1637","04013","223007211X","PM25-PRI",0.93,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1638","04013","2230072230","PM25-PRI",2.31714,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1639","04013","220102027X","PM25-PRI",21.25,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1640","04013","220108015X","PM25-PRI",0.02,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1641","04013","223007227X","PM25-PRI",6.89,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1642","04013","220100133T","PM25-PRI",3.5,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1643","04013","223007225B","PM25-PRI",0.29,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1644","04013","220108023T","PM25-PRI",0.02,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1645","04013","223007533B","PM25-PRI",0.04,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1646","04013","2201040250","PM25-PRI",5.95249,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1647","04013","223007325T","PM25-PRI",0.16,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1648","04013","223007221B","PM25-PRI",0.01,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1649","04013","220100123B","PM25-PRI",8.5,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1650","04013","220102023T","PM25-PRI",2.25,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1651","04013","2230071230","PM25-PRI",0.0943937,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1652","04013","223007227B","PM25-PRI",0.26,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1653","04013","220108013T","PM25-PRI",0.00349058298132612,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1654","04013","220102011B","PM25-PRI",2.28,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1655","04013","2230071170","PM25-PRI",0.0320674,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1656","04013","2230075290","PM25-PRI",0.0842945,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1657","04013","220102015X","PM25-PRI",2.99,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1658","04013","220102017T","PM25-PRI",0.09,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1659","04013","223007227X","PM25-PRI",9.35,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1660","04013","220100113T","PM25-PRI",1.26,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1661","04013","220108013X","PM25-PRI",0.04,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1662","04013","220100131T","PM25-PRI",0.72,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1663","04013","223007127X","PM25-PRI",10.18,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1664","04013","223007215X","PM25-PRI",1.39,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1665","04013","2230075250","PM25-PRI",0.0629202,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1666","04013","2201040170","PM25-PRI",0.369604,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1667","04013","220104015T","PM25-PRI",0.22,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1668","04013","220100133B","PM25-PRI",9.27,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1669","04013","220108021X","PM25-PRI",0.01,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1670","04013","220102031X","PM25-PRI",4.85,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1671","04013","220102015T","PM25-PRI",0.53,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1672","04013","223007413X","PM25-PRI",13.65,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1673","04013","223007531X","PM25-PRI",4.68,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1674","04013","2201020190","PM25-PRI",0.127131,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1675","04013","220108021B","PM25-PRI",0.00656027256418,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1676","04013","220108023X","PM25-PRI",0.39,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1677","04013","223007223T","PM25-PRI",0.06,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1678","04013","223007229T","PM25-PRI",0.08,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1679","04013","2230074290","PM25-PRI",58.1901,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1680","04013","223007315X","PM25-PRI",7.65,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1681","04013","223007413B","PM25-PRI",0.19,"ON-ROAD",2002,"Maricopa County (Phoenix)"
"1682","04013","220108019T","PM25-PRI",0.000453892087534751,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1683","04013","220102013X","PM25-PRI",3.49,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1684","04013","220100129T","PM25-PRI",3.71,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1685","04013","2201080250","PM25-PRI",0.199261,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1686","04013","2201001190","PM25-PRI",0.0620454,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1687","04013","220100129B","PM25-PRI",9.83,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1688","04013","220108013B","PM25-PRI",0.01,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1689","04013","2230001190","PM25-PRI",0.00017957,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1690","04013","220108019X","PM25-PRI",0.0064887323225,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1691","04013","220102011T","PM25-PRI",0.86,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1692","04013","220108021T","PM25-PRI",0.00123507829994194,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1693","04013","220108023B","PM25-PRI",0.14,"ON-ROAD",2005,"Maricopa County (Phoenix)"
"1694","04013","2230073310","PM25-PRI",4.72814,"ON-ROAD",2008,"Maricopa County (Phoenix)"
"1695","04013","223007225T","PM25-PRI",0.07,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1696","04013","220102011X","PM25-PRI",4.9,"ON-ROAD",1999,"Maricopa County (Phoenix)"
"1697","06037","220107033T","PM25-PRI",0.43,"ON-ROAD",2005,"Los Angeles County"
"1698","06037","220100121T","PM25-PRI",0.12,"ON-ROAD",2005,"Los Angeles County"
"1699","06037","223007519T","PM25-PRI",0.000815868193,"ON-ROAD",2005,"Los Angeles County"
"1700","06037","2201001230","PM25-PRI",358.43,"ON-ROAD",1999,"Los Angeles County"
"1701","06037","223007225T","PM25-PRI",0.52,"ON-ROAD",2002,"Los Angeles County"
"1702","06037","2230075270","PM25-PRI",9.47,"ON-ROAD",1999,"Los Angeles County"
"1703","06037","220100121X","PM25-PRI",0.68,"ON-ROAD",2005,"Los Angeles County"
"1704","06037","2230075190","PM25-PRI",0.15,"ON-ROAD",1999,"Los Angeles County"
"1705","06037","220100125B","PM25-PRI",50.09,"ON-ROAD",2005,"Los Angeles County"
"1706","06037","220100123B","PM25-PRI",70.73,"ON-ROAD",2005,"Los Angeles County"
"1707","06037","220107033B","PM25-PRI",0.83,"ON-ROAD",2005,"Los Angeles County"
"1708","06037","2201001250","PM25-PRI",209.69,"ON-ROAD",1999,"Los Angeles County"
"1709","06037","223000111T","PM25-PRI",0.0017998177,"ON-ROAD",2002,"Los Angeles County"
"1710","06037","220107029X","PM25-PRI",5.9,"ON-ROAD",2005,"Los Angeles County"
"1711","06037","2201070310","PM25-PRI",1.59,"ON-ROAD",1999,"Los Angeles County"
"1712","06037","220100119T","PM25-PRI",0.12,"ON-ROAD",2005,"Los Angeles County"
"1713","06037","220107027X","PM25-PRI",8.38,"ON-ROAD",2005,"Los Angeles County"
"1714","06037","2230075110","PM25-PRI",0.37,"ON-ROAD",1999,"Los Angeles County"
"1715","06037","220100123X","PM25-PRI",146.44,"ON-ROAD",2005,"Los Angeles County"
"1716","06037","223007517B","PM25-PRI",0.0059410818,"ON-ROAD",2005,"Los Angeles County"
"1717","06037","2201001110","PM25-PRI",92.9655,"ON-ROAD",2008,"Los Angeles County"
"1718","06037","2230075130","PM25-PRI",0.61,"ON-ROAD",1999,"Los Angeles County"
"1719","06037","223007221T","PM25-PRI",0.0044362578,"ON-ROAD",2002,"Los Angeles County"
"1720","06037","220100121B","PM25-PRI",0.32,"ON-ROAD",2005,"Los Angeles County"
"1721","06037","2201070110","PM25-PRI",6.1685,"ON-ROAD",2008,"Los Angeles County"
"1722","06037","223007221B","PM25-PRI",0.0079746901,"ON-ROAD",2002,"Los Angeles County"
"1723","06037","2201020190","PM25-PRI",1.19,"ON-ROAD",1999,"Los Angeles County"
"1724","06037","223000113T","PM25-PRI",0.0033039863,"ON-ROAD",2002,"Los Angeles County"
"1725","06037","220100119B","PM25-PRI",0.32,"ON-ROAD",2005,"Los Angeles County"
"1726","06037","2230074250","PM25-PRI",130.24,"ON-ROAD",1999,"Los Angeles County"
"1727","06037","220100119X","PM25-PRI",0.68,"ON-ROAD",2005,"Los Angeles County"
"1728","06037","223006033T","PM25-PRI",0.02,"ON-ROAD",2005,"Los Angeles County"
"1729","06037","223007225B","PM25-PRI",0.95,"ON-ROAD",2002,"Los Angeles County"
"1730","06037","2230074170","PM25-PRI",7.85,"ON-ROAD",1999,"Los Angeles County"
"1731","06037","2230074330","PM25-PRI",65.84,"ON-ROAD",1999,"Los Angeles County"
"1732","06037","220102023T","PM25-PRI",13.22,"ON-ROAD",2002,"Los Angeles County"
"1733","06037","220100125X","PM25-PRI",103.71,"ON-ROAD",2005,"Los Angeles County"
"1734","06037","223007233T","PM25-PRI",0.21,"ON-ROAD",2002,"Los Angeles County"
"1735","06037","220100131B","PM25-PRI",11.15,"ON-ROAD",2005,"Los Angeles County"
"1736","06037","223007527B","PM25-PRI",0.34,"ON-ROAD",2002,"Los Angeles County"
"1737","06037","220107031B","PM25-PRI",0.65,"ON-ROAD",2005,"Los Angeles County"
"1738","06037","2201001310","PM25-PRI",54.81,"ON-ROAD",1999,"Los Angeles County"
"1739","06037","220102021T","PM25-PRI",0.06,"ON-ROAD",2005,"Los Angeles County"
"1740","06037","223007223X","PM25-PRI",92.28,"ON-ROAD",2002,"Los Angeles County"
"1741","06037","2201040290","PM25-PRI",32.94,"ON-ROAD",1999,"Los Angeles County"
"1742","06037","2201001170","PM25-PRI",4.62,"ON-ROAD",1999,"Los Angeles County"
"1743","06037","223007215X","PM25-PRI",1.5,"ON-ROAD",2002,"Los Angeles County"
"1744","06037","2201070330","PM25-PRI",3.07,"ON-ROAD",1999,"Los Angeles County"
"1745","06037","223000117T","PM25-PRI",0.0016633195,"ON-ROAD",2002,"Los Angeles County"
"1746","06037","223006031B","PM25-PRI",0.06,"ON-ROAD",2005,"Los Angeles County"
"1747","06037","220102013B","PM25-PRI",1.23,"ON-ROAD",2005,"Los Angeles County"
"1748","06037","220102011B","PM25-PRI",0.78,"ON-ROAD",2005,"Los Angeles County"
"1749","06037","220100133B","PM25-PRI",14.15,"ON-ROAD",2005,"Los Angeles County"
"1750","06037","223007221X","PM25-PRI",0.48,"ON-ROAD",2002,"Los Angeles County"
"1751","06037","223007515B","PM25-PRI",0.0061903141,"ON-ROAD",2005,"Los Angeles County"
"1752","06037","220100125T","PM25-PRI",18.63,"ON-ROAD",2005,"Los Angeles County"
"1753","06037","223000113B","PM25-PRI",0.0093108151,"ON-ROAD",2002,"Los Angeles County"
"1754","06037","2201001270","PM25-PRI",333.98,"ON-ROAD",1999,"Los Angeles County"
"1755","06037","2201001210","PM25-PRI",1.71,"ON-ROAD",1999,"Los Angeles County"
"1756","06037","220100117T","PM25-PRI",0.39,"ON-ROAD",2005,"Los Angeles County"
"1757","06037","2201020230","PM25-PRI",199.89,"ON-ROAD",1999,"Los Angeles County"
"1758","06037","2230073290","PM25-PRI",51.05,"ON-ROAD",1999,"Los Angeles County"
"1759","06037","220100127X","PM25-PRI",146.19,"ON-ROAD",2005,"Los Angeles County"
"1760","06037","223007527T","PM25-PRI",0.15,"ON-ROAD",2002,"Los Angeles County"
"1761","06037","220107027T","PM25-PRI",2.05,"ON-ROAD",2005,"Los Angeles County"
"1762","06037","223007423T","PM25-PRI",3.58,"ON-ROAD",2002,"Los Angeles County"
"1763","06037","2201020270","PM25-PRI",186.26,"ON-ROAD",1999,"Los Angeles County"
"1764","06037","220100129B","PM25-PRI",46.85,"ON-ROAD",2005,"Los Angeles County"
"1765","06037","2201001330","PM25-PRI",106.01,"ON-ROAD",1999,"Los Angeles County"
"1766","06037","220107029T","PM25-PRI",1.44,"ON-ROAD",2005,"Los Angeles County"
"1767","06037","220100117B","PM25-PRI",1.07,"ON-ROAD",2005,"Los Angeles County"
"1768","06037","2230074230","PM25-PRI",222.61,"ON-ROAD",1999,"Los Angeles County"
"1769","06037","2201020250","PM25-PRI",116.94,"ON-ROAD",1999,"Los Angeles County"
"1770","06037","223007419B","PM25-PRI",0.02,"ON-ROAD",2002,"Los Angeles County"
"1771","06037","220107023X","PM25-PRI",10.1,"ON-ROAD",2005,"Los Angeles County"
"1772","06037","220107025X","PM25-PRI",6.33,"ON-ROAD",2005,"Los Angeles County"
"1773","06037","223007231X","PM25-PRI",13.26,"ON-ROAD",2002,"Los Angeles County"
"1774","06037","2230075330","PM25-PRI",3,"ON-ROAD",1999,"Los Angeles County"
"1775","06037","2230074270","PM25-PRI",207.43,"ON-ROAD",1999,"Los Angeles County"
"1776","06037","223007219T","PM25-PRI",0.0045180207,"ON-ROAD",2002,"Los Angeles County"
"1777","06037","220108029T","PM25-PRI",0.06,"ON-ROAD",2005,"Los Angeles County"
"1778","06037","2230075150","PM25-PRI",0.35,"ON-ROAD",1999,"Los Angeles County"
"1779","06037","223007517X","PM25-PRI",0.4,"ON-ROAD",2005,"Los Angeles County"
"1780","06037","2230060110","PM25-PRI",1.095,"ON-ROAD",2008,"Los Angeles County"
"1781","06037","220100115X","PM25-PRI",2.26,"ON-ROAD",2005,"Los Angeles County"
"1782","06037","220100131X","PM25-PRI",24.49,"ON-ROAD",2005,"Los Angeles County"
"1783","06037","220100127B","PM25-PRI",66.55,"ON-ROAD",2005,"Los Angeles County"
"1784","06037","2201020110","PM25-PRI",2.96,"ON-ROAD",1999,"Los Angeles County"
"1785","06037","223000115X","PM25-PRI",0.16,"ON-ROAD",2002,"Los Angeles County"
"1786","06037","220102011T","PM25-PRI",0.29,"ON-ROAD",2005,"Los Angeles County"
"1787","06037","220102011X","PM25-PRI",3.04,"ON-ROAD",2005,"Los Angeles County"
"1788","06037","2201020290","PM25-PRI",129.26,"ON-ROAD",1999,"Los Angeles County"
"1789","06037","223007233B","PM25-PRI",0.38,"ON-ROAD",2002,"Los Angeles County"
"1790","06037","220100127T","PM25-PRI",24.75,"ON-ROAD",2005,"Los Angeles County"
"1791","06037","223007423B","PM25-PRI",4.82,"ON-ROAD",2002,"Los Angeles County"
"1792","06037","223006031X","PM25-PRI",0.81,"ON-ROAD",2005,"Los Angeles County"
"1793","06037","2201020150","PM25-PRI",2.83,"ON-ROAD",1999,"Los Angeles County"
"1794","06037","2201001290","PM25-PRI",231.79,"ON-ROAD",1999,"Los Angeles County"
"1795","06037","2230074290","PM25-PRI",143.96,"ON-ROAD",1999,"Los Angeles County"
"1796","06037","223007421B","PM25-PRI",0.02,"ON-ROAD",2002,"Los Angeles County"
"1797","06037","220107025B","PM25-PRI",2.94,"ON-ROAD",2005,"Los Angeles County"
"1798","06037","223007411B","PM25-PRI",0.07,"ON-ROAD",2002,"Los Angeles County"
"1799","06037","220100115B","PM25-PRI",1.09,"ON-ROAD",2005,"Los Angeles County"
"1800","06037","2201001190","PM25-PRI",1.98,"ON-ROAD",1999,"Los Angeles County"
"1801","06037","220100117X","PM25-PRI",2.21,"ON-ROAD",2005,"Los Angeles County"
"1802","06037","220102021B","PM25-PRI",0.17,"ON-ROAD",2005,"Los Angeles County"
"1803","06037","223007421T","PM25-PRI",0.01,"ON-ROAD",2002,"Los Angeles County"
"1804","06037","2230075290","PM25-PRI",6.57,"ON-ROAD",1999,"Los Angeles County"
"1805","06037","220100129X","PM25-PRI",102.92,"ON-ROAD",2005,"Los Angeles County"
"1806","06037","2230074310","PM25-PRI",34.04,"ON-ROAD",1999,"Los Angeles County"
"1807","06037","2201040250","PM25-PRI",29.8,"ON-ROAD",1999,"Los Angeles County"
"1808","06037","220102027B","PM25-PRI",32.14,"ON-ROAD",2002,"Los Angeles County"
"1809","06037","220100123T","PM25-PRI",26.31,"ON-ROAD",2005,"Los Angeles County"
"1810","06037","223007227T","PM25-PRI",0.75,"ON-ROAD",2002,"Los Angeles County"
"1811","06037","2201070150","PM25-PRI",0.17,"ON-ROAD",1999,"Los Angeles County"
"1812","06037","223000113X","PM25-PRI",0.3,"ON-ROAD",2002,"Los Angeles County"
"1813","06037","2201020170","PM25-PRI",2.78,"ON-ROAD",1999,"Los Angeles County"
"1814","06037","223007229T","PM25-PRI",0.52,"ON-ROAD",2002,"Los Angeles County"
"1815","06037","220100129T","PM25-PRI",17.42,"ON-ROAD",2005,"Los Angeles County"
"1816","06037","223007231T","PM25-PRI",0.12,"ON-ROAD",2002,"Los Angeles County"
"1817","06037","2230071230","PM25-PRI",58.18,"ON-ROAD",1999,"Los Angeles County"
